1527114789197999954,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000
1527114789227999926,0.001281,-0.000157,0.000060,0.000272,-0.000327,-0.000135,1.000000
1527114789256999969,0.000884,-0.000459,-0.000363,0.000100,-0.000228,-0.000148,1.000000
1527114789286000013,0.000339,-0.000618,-0.000269,0.000111,-0.000156,-0.000131,1.000000
1527114789315999985,0.000414,-0.000516,-0.000413,0.000105,-0.000165,-0.000063,1.000000
1527114789345000029,0.000331,-0.000739,-0.000274,0.000103,-0.000178,-0.000119,1.000000
1527114789375000000,0.000440,-0.000604,-0.000478,0.000118,-0.000183,-0.000058,1.000000
1527114789404000044,0.000289,-0.000509,-0.000086,0.000087,-0.000169,-0.000124,1.000000
1527114789433000088,0.000211,-0.000648,-0.000031,0.000100,-0.000157,-0.000141,1.000000
1527114789461999893,0.000319,-0.000530,-0.000187,0.000115,-0.000158,-0.000110,1.000000
1527114789492000103,0.000092,-0.000684,-0.000041,0.000067,-0.000129,-0.000182,1.000000
1527114789522000074,0.000215,-0.000632,-0.000140,0.000070,-0.000118,-0.000111,1.000000
1527114789549999952,0.000073,-0.000670,0.000040,0.000066,-0.000093,-0.000161,1.000000
1527114789579999924,0.000309,-0.000565,0.000121,0.000072,-0.000141,-0.000120,1.000000
1527114789608999968,0.000223,-0.000544,0.000100,0.000098,-0.000117,-0.000093,1.000000
1527114789638000011,0.000297,-0.000556,0.000123,0.000099,-0.000135,-0.000097,1.000000
1527114789667999983,0.000156,-0.000681,0.000227,0.000081,-0.000105,-0.000102,1.000000
1527114789697000027,0.000318,-0.000643,0.000056,0.000090,-0.000125,-0.000063,1.000000
1527114789726000071,0.000210,-0.000669,0.000131,0.000081,-0.000115,-0.000100,1.000000
1527114789756000042,0.000207,-0.000618,0.000135,0.000076,-0.000098,-0.000090,1.000000
1527114789785000086,0.000197,-0.000553,0.000166,0.000081,-0.000097,-0.000084,1.000000
1527114789813999891,0.000183,-0.000522,0.000397,0.000089,-0.000086,-0.000078,1.000000
1527114789844000101,0.000215,-0.000505,0.000144,0.000083,-0.000089,-0.000056,1.000000
1527114789872999907,0.000256,-0.000402,0.000213,0.000092,-0.000094,-0.000048,1.000000
1527114789903000116,0.000152,-0.000422,0.000144,0.000085,-0.000092,-0.000049,1.000000
1527114789931999922,0.000445,-0.000130,0.000032,0.000744,0.000314,-0.000091,1.000000
1527114789960999966,0.000434,-0.000284,0.001480,0.001145,0.001661,-0.000135,0.999998
1527114789990000010,0.000226,0.000177,0.005322,0.001015,0.002174,-0.000307,0.999997
1527114790019999981,-0.000074,0.000676,0.009552,0.000386,0.001033,-0.000484,0.999999
1527114790049000025,-0.000169,0.000989,0.012463,-0.000801,-0.000185,-0.000660,0.999999
