1520530314549776311,-0.061363,-0.503835,0.028111,0.027167,-0.015602,-0.659136,0.751371
1520530314599777311,-0.075077,-0.563059,0.052893,0.029797,-0.017859,-0.653903,0.755780
1520530314649779311,-0.096706,-0.627018,0.089303,0.031594,-0.017969,-0.648152,0.760643
1520530314699780311,-0.116957,-0.692866,0.135995,0.031095,-0.018894,-0.641730,0.766067
1520530314749782311,-0.135461,-0.754417,0.183874,0.029320,-0.022224,-0.635209,0.771464
1520530314799787311,-0.150492,-0.812868,0.238541,0.025947,-0.025149,-0.628416,0.777038
1520530314849784311,-0.166765,-0.865422,0.298696,0.019366,-0.023920,-0.621850,0.782532
1520530314899810381,-0.184720,-0.913691,0.361941,0.009179,-0.018532,-0.616706,0.786922
1520530314949812381,-0.197503,-0.955824,0.427697,-0.004139,-0.012544,-0.612439,0.790408
1520530314999919381,-0.207471,-0.992568,0.493325,-0.018820,-0.009344,-0.608698,0.793123
1520530315049815381,-0.218364,-1.021801,0.556836,-0.030861,-0.007116,-0.605876,0.794928
1520530315099816381,-0.226513,-1.044097,0.611725,-0.036637,-0.003815,-0.604668,0.795626
1520530315149818381,-0.233498,-1.062393,0.651408,-0.038365,-0.001124,-0.604313,0.795822
1520530315199819381,-0.238032,-1.077871,0.673931,-0.040238,-0.000207,-0.602234,0.797305
1520530315249821381,-0.246130,-1.084422,0.678607,-0.044040,0.000942,-0.601225,0.797865
1520530315299635083,-0.252638,-1.085974,0.662384,-0.047512,0.003083,-0.601667,0.797327
1520530315349637083,-0.257921,-1.080881,0.626862,-0.047740,0.004132,-0.602774,0.796471
1520530315399639083,-0.261161,-1.070593,0.572824,-0.043556,0.002701,-0.604503,0.795407
1520530315449640083,-0.262059,-1.055647,0.506518,-0.036397,-0.003776,-0.605072,0.795330
1520530315499642083,-0.259933,-1.028238,0.426554,-0.025878,-0.014069,-0.603779,0.796607
1520530315549643083,-0.252648,-0.998030,0.343509,-0.012563,-0.025222,-0.602124,0.797906
1520530315599645083,-0.242666,-0.950098,0.252270,0.001009,-0.035802,-0.600738,0.798643
1520530315649646083,-0.233149,-0.898226,0.161497,0.013371,-0.046355,-0.600594,0.798098
1520530315699637065,-0.212942,-0.830288,0.071306,0.025130,-0.056030,-0.601138,0.796782
1520530315749639065,-0.193837,-0.759093,-0.015024,0.037660,-0.062796,-0.601688,0.795368
1520530315799640065,-0.172029,-0.676192,-0.095704,0.049780,-0.069209,-0.601828,0.794063
1520530315849642065,-0.153289,-0.582963,-0.169203,0.062225,-0.075205,-0.603021,0.791731
1520530315899643065,-0.137046,-0.485599,-0.231625,0.077247,-0.079082,-0.606863,0.787081
1520530315949645065,-0.122592,-0.387311,-0.269829,0.090870,-0.083659,-0.610016,0.782703
1520530315999647065,-0.115311,-0.288627,-0.283880,0.100772,-0.087789,-0.612563,0.779041
1520530316049648065,-0.114484,-0.193741,-0.273304,0.105394,-0.091562,-0.614801,0.776227
1520530316100220942,-0.124185,-0.098093,-0.238086,0.104145,-0.092544,-0.617026,0.774512
1520530316150222942,-0.141088,-0.009217,-0.184573,0.097161,-0.092353,-0.618094,0.774590
1520530316200223942,-0.163634,0.081412,-0.116286,0.089008,-0.088188,-0.620013,0.774522
1520530316250225942,-0.187074,0.168922,-0.038497,0.082388,-0.079839,-0.624597,0.772475
1520530316300226942,-0.212066,0.256434,0.045672,0.075905,-0.069160,-0.630539,0.769335
1520530316350228942,-0.239485,0.339509,0.134934,0.068321,-0.059284,-0.637010,0.765530
1520530316400229942,-0.266797,0.420301,0.223897,0.060369,-0.050879,-0.642202,0.762459
1520530316450230942,-0.291054,0.497170,0.308410,0.053971,-0.043451,-0.647379,0.759013
1520530316500232942,-0.313542,0.572833,0.391275,0.047500,-0.035915,-0.650639,0.757049
1520530316550276188,-0.336121,0.647550,0.469205,0.040140,-0.026751,-0.652858,0.755943
1520530316600278188,-0.357064,0.718441,0.537772,0.032503,-0.019485,-0.652553,0.756795
1520530316650280188,-0.376650,0.793170,0.598376,0.026159,-0.014326,-0.651132,0.758378
1520530316700281188,-0.399230,0.872228,0.649182,0.022025,-0.009363,-0.652466,0.757440
1520530316750283188,-0.426867,0.951053,0.689110,0.019082,-0.004618,-0.656596,0.753987
