1526349261546999931,0.026102,-0.010230,0.606972,0.000419,0.030522,0.000851,0.999534
1526349261576999903,0.026158,-0.005417,0.624706,0.000463,0.030360,0.000482,0.999539
1526349261605999947,0.025438,-0.004239,0.640984,0.000265,0.030056,0.000141,0.999548
1526349261634999990,0.025235,-0.005909,0.656406,-0.000207,0.029707,-0.000161,0.999559
1526349261664999962,0.025180,-0.007436,0.671740,-0.000381,0.029822,-0.000360,0.999555
1526349261693000078,0.026295,-0.008921,0.685291,-0.000259,0.029883,-0.000314,0.999553
1526349261723000050,0.025943,-0.009035,0.699305,-0.000129,0.029738,-0.000618,0.999558
1526349261752000093,0.025310,-0.009411,0.712381,-0.000066,0.029436,-0.000767,0.999566
1526349261780999899,0.024614,-0.010204,0.725823,-0.000155,0.029077,-0.001102,0.999577
1526349261812999964,0.024608,-0.010553,0.739730,-0.000326,0.028782,-0.001115,0.999585
1526349261839999914,0.025433,-0.011260,0.752978,-0.000109,0.028632,-0.000897,0.999590
1526349261869999886,0.025687,-0.012143,0.765767,0.000204,0.028514,-0.000809,0.999593
1526349261898999929,0.025955,-0.012016,0.779088,0.000248,0.028355,-0.000924,0.999597
1526349261927999973,0.025767,-0.012411,0.793037,0.000217,0.028337,-0.001257,0.999598
1526349261957999945,0.025111,-0.013455,0.806105,-0.000027,0.028280,-0.001476,0.999599
1526349261986999989,0.026180,-0.012133,0.820583,-0.000127,0.027595,-0.001556,0.999618
1526349262016999960,0.025332,-0.012819,0.833743,-0.000001,0.026897,-0.001944,0.999636
1526349262046000004,0.025803,-0.013193,0.847888,0.000088,0.026231,-0.001765,0.999654
1526349262075000048,0.025810,-0.014142,0.863054,-0.000060,0.025903,-0.001820,0.999663
1526349262132999897,0.026483,-0.013474,0.892573,0.000692,0.026087,-0.001727,0.999658
1526349262191999912,0.026337,-0.014135,0.922607,0.000690,0.025300,-0.002047,0.999678
1526349262220999956,0.026082,-0.015042,0.936244,0.000451,0.024543,-0.002021,0.999697
1526349262250999928,0.027001,-0.016664,0.949968,0.000515,0.024341,-0.001816,0.999702
1526349262309000015,0.028382,-0.016956,0.977100,0.001765,0.024516,-0.001225,0.999697
1526349262338999987,0.029755,-0.018172,0.989510,0.001503,0.024027,-0.001109,0.999710
1526349262397000074,0.029824,-0.017874,1.019731,0.001653,0.024009,-0.001465,0.999709
1526349262427000046,0.031049,-0.017953,1.036713,0.001412,0.024001,-0.001284,0.999710
1526349262457000017,0.029758,-0.017115,1.053111,0.001635,0.024096,-0.001564,0.999707
1526349262486000061,0.030557,-0.017123,1.065162,0.002550,0.024038,-0.001555,0.999707
1526349262515000105,0.028850,-0.018636,1.078068,0.002549,0.024247,-0.001752,0.999701
1526349262543999910,0.027547,-0.018003,1.091136,0.002879,0.024324,-0.002179,0.999698
1526349262572999954,0.028313,-0.018436,1.103161,0.003510,0.024045,-0.002364,0.999702
